genome.genome_id	genome.contigs	genome.genome_length	feature.accession	feature.start	feature.end	feature.strand	feature.patric_id	feature.product
1117313.3	68	4628018	AHBY01000011	1903	2613	+	fig|1117313.3.peg.1990	DnaA inactivator Hda (shorter homolog of DnaA)
1117313.3	68	4628018	AHBY01000014	41086	41679	-	fig|1117313.3.peg.2343	DnaA initiator-associating protein DiaA
1117313.3	68	4628018	AHBY01000032	24314	25702	+	fig|1117313.3.peg.3636	Chromosomal replication initiator protein DnaA
1117313.3	68	4628018	AHBY01000008	68393	70579	+	fig|1117313.3.peg.1693	Helicase PriA essential for oriC/DnaA-independent DNA replication
1117958.3	135	6586244	AHIP01000005	186680	187384	+	fig|1117958.3.peg.1632	DnaA inactivator Hda (shorter homolog of DnaA)
1117958.3	135	6586244	AHIP01000003	133977	136196	-	fig|1117958.3.peg.865	Helicase PriA essential for oriC/DnaA-independent DNA replication
1117958.3	135	6586244	AHIP01000018	64032	64625	+	fig|1117958.3.peg.3415	DnaA initiator-associating protein DiaA
1117958.3	135	6586244	AHIP01000020	39241	40764	-	fig|1117958.3.peg.3584	Chromosomal replication initiator protein DnaA
1121283.3	66	5029225	JONK01000004	219785	220459	+	fig|1121283.3.peg.995	DnaA inactivator Hda (shorter homolog of DnaA)
1121283.3	66	5029225	JONK01000036	25736	26326	-	fig|1121283.3.peg.4108	DnaA initiator-associating protein DiaA
1121283.3	66	5029225	JONK01000018	13678	15720	+	fig|1121283.3.peg.2895	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121283.3	66	5029225	JONK01000030	55334	56728	-	fig|1121283.3.peg.3814	Chromosomal replication initiator protein DnaA
1121289.3	91	3241119	JHVL01000043	9827	11062	-	fig|1121289.3.peg.2516	Chromosomal replication initiator protein DnaA
1121289.3	91	3241119	JHVL01000003	113842	116304	-	fig|1121289.3.peg.448	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121398.3	87	4466295	JQKJ01000027	36910	38232	+	fig|1121398.3.peg.3429	Chromosomal replication initiator protein DnaA
1121398.3	87	4466295	JQKJ01000023	55234	57654	-	fig|1121398.3.peg.3230	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121480.5	48	6103405	AUDI01000015	211581	212249	+	fig|1121480.5.peg.4166	DnaA inactivator Hda (shorter homolog of DnaA)
1121480.5	48	6103405	AUDI01000003	118433	119029	-	fig|1121480.5.peg.1124	DnaA initiator-associating protein DiaA
1121480.5	48	6103405	AUDI01000003	215189	217087	+	fig|1121480.5.peg.1216	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121480.5	48	6103405	AUDI01000029	19063	20454	+	fig|1121480.5.peg.5438	Chromosomal replication initiator protein DnaA
1122611.3	104	8995796	ARBV01000017	180430	182937	+	fig|1122611.3.peg.4556	Helicase PriA essential for oriC/DnaA-independent DNA replication
1122611.3	104	8995796	ARBV01000074	8416	10008	+	fig|1122611.3.peg.8290	Chromosomal replication initiator protein DnaA
1122992.3	101	3126388	CBQQ010000060	710	2122	-	fig|1122992.3.peg.2073	Chromosomal replication initiator protein DnaA
1122992.3	101	3126388	CBQQ010000032	88029	90299	+	fig|1122992.3.peg.1171	Helicase PriA essential for oriC/DnaA-independent DNA replication
1123070.3	32	3013001	ARJP01000031	139440	140840	+	fig|1123070.3.peg.2288	Chromosomal replication initiator protein DnaA
1123070.3	32	3013001	ARJP01000025	147714	149936	-	fig|1123070.3.peg.1196	Helicase PriA essential for oriC/DnaA-independent DNA replication
1123073.3	7	4343079	ARJQ01000006	35560	36255	-	fig|1123073.3.peg.1869	DnaA inactivator Hda (shorter homolog of DnaA)
1123073.3	7	4343079	ARJQ01000007	810417	811760	-	fig|1123073.3.peg.2804	Chromosomal replication initiator protein DnaA
1123073.3	7	4343079	ARJQ01000007	1087852	1090035	+	fig|1123073.3.peg.3038	Helicase PriA essential for oriC/DnaA-independent DNA replication
1131553.6	94	2766794	JIBI01000004	37588	38274	+	fig|1131553.6.peg.473	DnaA inactivator Hda (shorter homolog of DnaA)
1131553.6	94	2766794	JIBI01000006	31336	33519	+	fig|1131553.6.peg.666	Helicase PriA essential for oriC/DnaA-independent DNA replication
1131553.6	94	2766794	JIBI01000016	18779	20143	+	fig|1131553.6.peg.1287	Chromosomal replication initiator protein DnaA
1137281.3	47	3055484	ANLA01000014	102622	105072	+	fig|1137281.3.peg.1883	Helicase PriA essential for oriC/DnaA-independent DNA replication
1137281.3	47	3055484	ANLA01000019	15827	17254	-	fig|1137281.3.peg.2331	Chromosomal replication initiator protein DnaA
1138871.3	3	5662088	CP003347	3455747	3456754	-	fig|1138871.3.peg.3164	Helicase PriA essential for oriC/DnaA-independent DNA replication
1138871.3	3	5662088	CP003347	3454742	3455437	-	fig|1138871.3.peg.3163	Helicase PriA essential for oriC/DnaA-independent DNA replication
1138871.3	3	5662088	CP003347	33	1535	+	fig|1138871.3.peg.1	Chromosomal replication initiator protein DnaA
1196028.3	92	3920549	ALEF01000044	29378	30724	-	fig|1196028.3.peg.2425	Chromosomal replication initiator protein DnaA
1196028.3	92	3920549	ALEF01000024	40251	42659	-	fig|1196028.3.peg.1095	Helicase PriA essential for oriC/DnaA-independent DNA replication
121723.5	7	4725912	NZ_CH724145	359853	360443	+	fig|121723.5.peg.3780	DnaA initiator-associating protein DiaA
121723.5	7	4725912	NZ_CH724146	178795	180126	-	fig|121723.5.peg.4051	Chromosomal replication initiator protein DnaA
1220589.3	60	4512819	JPVP01000046	41272	43689	-	fig|1220589.3.peg.584	Helicase PriA essential for oriC/DnaA-independent DNA replication
1220589.3	60	4512819	JPVP01000050	149173	150516	+	fig|1220589.3.peg.1058	Chromosomal replication initiator protein DnaA
1223513.5	14	2686219	BCRD01000009	16873	18570	+	fig|1223513.5.peg.2343	Chromosomal replication initiator protein DnaA
1223513.5	14	2686219	BCRD01000007	53243	55300	-	fig|1223513.5.peg.2211	Helicase PriA essential for oriC/DnaA-independent DNA replication
1227268.3	180	2405650	AWVL01000058	7363	8715	-	fig|1227268.3.peg.826	Chromosomal replication initiator protein DnaA
1227268.3	180	2405650	AWVL01000122	3526	5808	-	fig|1227268.3.peg.1783	Helicase PriA essential for oriC/DnaA-independent DNA replication
1233099.4	60	4308385	AMQH01000010	89205	90554	+	fig|1233099.4.peg.1969	Chromosomal replication initiator protein DnaA
1233099.4	60	4308385	AMQH01000006	273814	276027	-	fig|1233099.4.peg.1356	Helicase PriA essential for oriC/DnaA-independent DNA replication
1236945.3	81	1826493	BALY01000016	9377	10735	-	fig|1236945.3.peg.1058	Chromosomal replication initiator protein DnaA
1236945.3	81	1826493	BALY01000006	31074	33470	-	fig|1236945.3.peg.552	Helicase PriA essential for oriC/DnaA-independent DNA replication
1236949.3	71	2107444	BAMJ01000006	62719	64065	-	fig|1236949.3.peg.601	Chromosomal replication initiator protein DnaA
1236949.3	71	2107444	BAMJ01000002	41741	42895	+	fig|1236949.3.peg.207	Helicase PriA essential for oriC/DnaA-independent DNA replication
1236949.3	71	2107444	BAMJ01000002	40482	41777	+	fig|1236949.3.peg.206	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262944.3	111	2705708	FR900163	15512	17782	-	fig|1262944.3.peg.1667	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262944.3	111	2705708	FR900089	3	1100	+	fig|1262944.3.peg.44	Chromosomal replication initiator protein DnaA
1263078.3	201	2722180	FR883591	10223	11557	+	fig|1263078.3.peg.1954	Chromosomal replication initiator protein DnaA
1263078.3	201	2722180	FR883537	8770	11022	-	fig|1263078.3.peg.1204	Helicase PriA essential for oriC/DnaA-independent DNA replication
1284240.4	85	8533276	AOHO01000043	15973	18069	+	fig|1284240.4.peg.1745	Helicase PriA essential for oriC/DnaA-independent DNA replication
1284240.4	85	8533276	AOHO01000063	24336	25967	-	fig|1284240.4.peg.4459	Chromosomal replication initiator protein DnaA
1367212.3	311	5678973	AUVG01000017	23667	24998	+	fig|1367212.3.peg.1366	Chromosomal replication initiator protein DnaA
1367212.3	311	5678973	AUVG01000074	10179	11501	-	fig|1367212.3.peg.4490	Chromosomal replication initiator protein DnaA
1367212.3	311	5678973	AUVG01000044	119931	122363	-	fig|1367212.3.peg.3613	Helicase PriA essential for oriC/DnaA-independent DNA replication
1367212.3	311	5678973	AUVG01000012	218120	220588	+	fig|1367212.3.peg.914	Helicase PriA essential for oriC/DnaA-independent DNA replication
1382306.3	1	5607959	JNIM01000001	651625	653223	+	fig|1382306.3.peg.557	Chromosomal replication initiator protein DnaA
1382306.3	1	5607959	JNIM01000001	328302	329867	+	fig|1382306.3.peg.286	Chromosomal replication initiator protein DnaA
1382306.3	1	5607959	JNIM01000001	5318736	5321336	-	fig|1382306.3.peg.4544	Helicase PriA essential for oriC/DnaA-independent DNA replication
1392486.3	4	3318148	JIAF01000004	1767990	1769396	-	fig|1392486.3.peg.2659	Chromosomal replication initiator protein DnaA
1392486.3	4	3318148	JIAF01000004	1105013	1107352	-	fig|1392486.3.peg.1994	Helicase PriA essential for oriC/DnaA-independent DNA replication
1603606.3	1	3958620	CP010802	1078240	1080432	+	fig|1603606.3.peg.1059	Helicase PriA essential for oriC/DnaA-independent DNA replication
1603606.3	1	3958620	CP010802	109	1467	+	fig|1603606.3.peg.2	Chromosomal replication initiator protein DnaA
1423777.3	43	2117633	AZEH01000039	642102	644528	-	fig|1423777.3.peg.1895	Helicase PriA essential for oriC/DnaA-independent DNA replication
1423777.3	43	2117633	AZEH01000020	315718	317073	-	fig|1423777.3.peg.651	Chromosomal replication initiator protein DnaA
1423792.3	101	3309179	AZEC01000005	105733	108135	+	fig|1423792.3.peg.2530	Helicase PriA essential for oriC/DnaA-independent DNA replication
1423792.3	101	3309179	AZEC01000021	12339	13724	+	fig|1423792.3.peg.1574	Chromosomal replication initiator protein DnaA
1712029.3	42	5117549	LJIZ01000016	369689	372088	-	fig|1712029.3.peg.2462	Helicase PriA essential for oriC/DnaA-independent DNA replication
1712029.3	42	5117549	LJIZ01000005	8085	9431	-	fig|1712029.3.peg.1877	Chromosomal replication initiator protein DnaA
189426.6	1	6812473	CP009428	88	1434	+	fig|189426.6.peg.1	Chromosomal replication initiator protein DnaA
189426.6	1	6812473	CP009428	2816246	2818777	+	fig|189426.6.peg.2447	Helicase PriA essential for oriC/DnaA-independent DNA replication
1736415.3	6	4469718	LMST01000001	2070796	2072865	+	fig|1736415.3.peg.1969	Helicase PriA essential for oriC/DnaA-independent DNA replication
1736415.3	6	4469718	LMST01000001	175758	177338	+	fig|1736415.3.peg.154	Chromosomal replication initiator protein DnaA
196164.6	3	3219505	NC_004369	22	1722	+	fig|196164.6.peg.49	Chromosomal replication initiator protein DnaA
196164.6	3	3219505	NC_004369	1813368	1815425	-	fig|196164.6.peg.1712	Helicase PriA essential for oriC/DnaA-independent DNA replication
234621.6	4	6895538	NC_012490	3225817	3227835	+	fig|234621.6.peg.3513	Helicase PriA essential for oriC/DnaA-independent DNA replication
234621.6	4	6895538	NC_012490	768	2330	+	fig|234621.6.peg.429	Chromosomal replication initiator protein DnaA
257363.4	1	1111496	NC_006142	812539	813204	+	fig|257363.4.peg.643	DnaA inactivator Hda (shorter homolog of DnaA)
257363.4	1	1111496	NC_006142	674309	676255	-	fig|257363.4.peg.553	Helicase PriA essential for oriC/DnaA-independent DNA replication
257363.4	1	1111496	NC_006142	762664	764055	+	fig|257363.4.peg.608	Chromosomal replication initiator protein DnaA
749219.3	1	1863286	NC_014147	588464	589228	-	fig|749219.3.peg.574	Chromosomal replication initiator protein DnaA
749219.3	1	1863286	NC_014147	993	2396	+	fig|749219.3.peg.2	Chromosomal replication initiator protein DnaA
749219.3	1	1863286	NC_014147	361565	363853	-	fig|749219.3.peg.348	Helicase PriA essential for oriC/DnaA-independent DNA replication
865861.6	12	3216692	AZSU01000006	15444	16778	-	fig|865861.6.peg.2721	Chromosomal replication initiator protein DnaA
865861.6	12	3216692	AZSU01000003	123289	125769	+	fig|865861.6.peg.2203	Helicase PriA essential for oriC/DnaA-independent DNA replication
577650.3	1	3851869	NC_014972	689725	691044	+	fig|577650.3.peg.678	Chromosomal replication initiator protein DnaA
577650.3	1	3851869	NC_014972	1850787	1853090	+	fig|577650.3.peg.1718	Helicase PriA essential for oriC/DnaA-independent DNA replication
1105031.3	55	3508922	AKFU01000041	29534	30859	+	fig|1105031.3.peg.2662	Chromosomal replication initiator protein DnaA
1105031.3	55	3508922	AKFU01000035	359156	361594	+	fig|1105031.3.peg.2264	Helicase PriA essential for oriC/DnaA-independent DNA replication
1116230.3	165	1180214	CAGB01000046	5750	6385	-	fig|1116230.3.peg.298	DnaA inactivator Hda (shorter homolog of DnaA)
1116230.3	165	1180214	CAGB01000133	7048	8400	-	fig|1116230.3.peg.829	Chromosomal replication initiator protein DnaA
1116230.3	165	1180214	CAGB01000127	4003	5967	-	fig|1116230.3.peg.747	Helicase PriA essential for oriC/DnaA-independent DNA replication
1119528.3	1	4306529	AZUP01000001	1557363	1558055	+	fig|1119528.3.peg.1415	DnaA inactivator Hda (shorter homolog of DnaA)
1119528.3	1	4306529	AZUP01000001	3100713	3102164	-	fig|1119528.3.peg.2843	Chromosomal replication initiator protein DnaA
1119528.3	1	4306529	AZUP01000001	1995321	1995911	+	fig|1119528.3.peg.1807	DnaA initiator-associating protein DiaA
1119528.3	1	4306529	AZUP01000001	3366255	3368438	-	fig|1119528.3.peg.3093	Helicase PriA essential for oriC/DnaA-independent DNA replication
1130798.3	55	2213697	AHIT01000035	145535	146845	+	fig|1130798.3.peg.1734	Chromosomal replication initiator protein DnaA
1130798.3	55	2213697	AHIT01000012	38823	41246	+	fig|1130798.3.peg.488	Helicase PriA essential for oriC/DnaA-independent DNA replication
649349.3	1	4059653	NC_014655	3027872	3030337	+	fig|649349.3.peg.2787	Helicase PriA essential for oriC/DnaA-independent DNA replication
649349.3	1	4059653	NC_014655	144	1490	+	fig|649349.3.peg.1	Chromosomal replication initiator protein DnaA
1196835.3	1	4709064	CP003677	3219795	3220499	-	fig|1196835.3.peg.2981	DnaA inactivator Hda (shorter homolog of DnaA)
1196835.3	1	4709064	CP003677	4011742	4013964	+	fig|1196835.3.peg.3747	Helicase PriA essential for oriC/DnaA-independent DNA replication
1196835.3	1	4709064	CP003677	608	2053	+	fig|1196835.3.peg.1	Chromosomal replication initiator protein DnaA
1196835.3	1	4709064	CP003677	3543108	3543701	+	fig|1196835.3.peg.3301	DnaA initiator-associating protein DiaA
1227261.3	117	2357424	AWSB01000001	49580	51196	+	fig|1227261.3.peg.41	Chromosomal replication initiator protein DnaA
1227261.3	117	2357424	AWSB01000011	33490	35568	+	fig|1227261.3.peg.280	Helicase PriA essential for oriC/DnaA-independent DNA replication
1232429.3	175	2641000	CBLL010000006	581	1153	-	fig|1232429.3.peg.73	Helicase PriA essential for oriC/DnaA-independent DNA replication
1232429.3	175	2641000	CBLL010000110	10302	11837	-	fig|1232429.3.peg.1780	Chromosomal replication initiator protein DnaA
1232429.3	175	2641000	CBLL010000006	1147	2616	-	fig|1232429.3.peg.74	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262693.3	64	2678396	FR892023	114462	115877	+	fig|1262693.3.peg.2274	Chromosomal replication initiator protein DnaA
1262693.3	64	2678396	FR891993	32157	34415	-	fig|1262693.3.peg.962	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262793.3	25	1241287	FR887373	53245	54642	+	fig|1262793.3.peg.1071	Chromosomal replication initiator protein DnaA
1262793.3	25	1241287	FR887370	70843	73023	-	fig|1262793.3.peg.766	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262919.3	294	3095055	HF994106	14268	15671	-	fig|1262919.3.peg.1381	Chromosomal replication initiator protein DnaA
1262919.3	294	3095055	HF994020	33932	36190	+	fig|1262919.3.peg.594	Helicase PriA essential for oriC/DnaA-independent DNA replication
1263061.3	59	3359031	HF986371	66393	67742	+	fig|1263061.3.peg.364	Chromosomal replication initiator protein DnaA
1263061.3	59	3359031	HF986388	197176	199392	+	fig|1263061.3.peg.1456	Helicase PriA essential for oriC/DnaA-independent DNA replication
679201.3	46	2409106	ACZM01000007	241943	243427	-	fig|679201.3.peg.932	Chromosomal replication initiator protein DnaA
679201.3	46	2409106	ACZM01000001	27381	29837	+	fig|679201.3.peg.28	Helicase PriA essential for oriC/DnaA-independent DNA replication
1292021.4	71	3791429	AOSQ01000004	91998	94112	+	fig|1292021.4.peg.604	Helicase PriA essential for oriC/DnaA-independent DNA replication
1292021.4	71	3791429	AOSQ01000009	10377	12017	+	fig|1292021.4.peg.1155	Chromosomal replication initiator protein DnaA
888439.3	11	2136781	AGWP01000009	63973	65421	-	fig|888439.3.peg.1626	Chromosomal replication initiator protein DnaA
888439.3	11	2136781	AGWP01000002	255267	257261	+	fig|888439.3.peg.352	Helicase PriA essential for oriC/DnaA-independent DNA replication
888832.3	40	3274581	NZ_GL629647	1438639	1440909	-	fig|888832.3.peg.426	Helicase PriA essential for oriC/DnaA-independent DNA replication
888832.3	40	3274581	NZ_GL629647	1130668	1132074	+	fig|888832.3.peg.127	Chromosomal replication initiator protein DnaA
926561.3	28	3457866	AQZS01000002	76878	79112	-	fig|926561.3.peg.110	Helicase PriA essential for oriC/DnaA-independent DNA replication
926561.3	28	3457866	AQZS01000016	14406	15776	-	fig|926561.3.peg.2202	Chromosomal replication initiator protein DnaA
927666.3	1	1958690	NC_015291	1	1362	+	fig|927666.3.peg.1	Chromosomal replication initiator protein DnaA
927666.3	1	1958690	NC_015291	195462	195965	+	fig|927666.3.peg.169	Chromosomal replication initiator protein DnaA
927666.3	1	1958690	NC_015291	1498830	1501226	-	fig|927666.3.peg.1427	Helicase PriA essential for oriC/DnaA-independent DNA replication
984262.3	2	4400185	NC_016940	756747	759266	-	fig|984262.3.peg.810	Helicase PriA essential for oriC/DnaA-independent DNA replication
984262.3	2	4400185	NC_016940	137	1642	+	fig|984262.3.peg.64	Chromosomal replication initiator protein DnaA
987057.7	2989	7383888	AEXE01001087	2436	3170	-	fig|987057.7.peg.3054	DnaA inactivator Hda (shorter homolog of DnaA)
987057.7	2989	7383888	AEXE01000149	2253	2654	-	fig|987057.7.peg.519	DnaA initiator-associating protein DiaA
987057.7	2989	7383888	AEXE01001506	10	1686	+	fig|987057.7.peg.3967	Helicase PriA essential for oriC/DnaA-independent DNA replication
987057.7	2989	7383888	AEXE01000375	8384	9412	-	fig|987057.7.peg.1186	Chromosomal replication initiator protein DnaA
993692.3	71	2698724	JQCF01000019	15147	16523	+	fig|993692.3.peg.886	Chromosomal replication initiator protein DnaA
